order_id,order_date,customer_id,shipping_method_id,dest_address_id,line_id,book_id,price
1063,2020-12-08 10:14:37.813,1822,3,483,3240,7589,0.35
1064,2021-10-26 07:29:23.813,1830,3,749,349,83,17.13
1064,2021-10-26 07:29:23.813,1830,3,749,11509,1463,2.79
1064,2021-10-26 07:29:23.813,1830,3,749,12411,8421,18.54
1065,2022-06-06 15:49:52.813,1846,3,530,7388,2026,12.97
1065,2022-06-06 15:49:52.813,1846,3,530,8651,10118,8.57
1066,2021-02-21 23:44:14.813,1337,3,553,4298,5793,9.38
1066,2021-02-21 23:44:14.813,1337,3,553,12349,3180,11.23
1066,2021-02-21 23:44:14.813,1337,3,553,14245,10272,16.49
1067,2023-03-06 22:19:35.813,302,3,44,1330,1746,11.64
1068,2020-12-16 07:48:30.813,570,3,83,6293,9164,8.34
1069,2021-09-19 19:50:54.813,1815,3,744,1975,8154,15.49
1069,2021-09-19 19:50:54.813,1815,3,744,11343,9487,5.92
1069,2021-09-19 19:50:54.813,1815,3,744,12622,8933,2.33
1070,2021-11-18 18:03:04.813,1384,3,117,1312,10070,2.79
1070,2021-11-18 18:03:04.813,1384,3,117,9522,5108,5.67
1070,2021-11-18 18:03:04.813,1384,3,117,14768,9760,7.45
1070,2021-11-18 18:03:04.813,1384,3,117,14894,2261,2.58
1071,2021-06-04 07:51:23.813,132,3,57,3861,10849,11.73
1072,2021-04-14 11:51:04.813,1973,3,961,6777,7165,6.92
1072,2021-04-14 11:51:04.813,1973,3,961,10545,6284,1.34
1073,2020-12-30 17:30:13.813,446,3,381,4574,799,18.25
1073,2020-12-30 17:30:13.813,446,3,381,8503,3321,13.88
1074,2021-07-11 14:51:53.813,392,3,705,6806,11066,16.4
1074,2021-07-11 14:51:53.813,392,3,705,8342,1121,11.53
1074,2021-07-11 14:51:53.813,392,3,705,12164,10567,3.51
1075,2023-01-11 02:55:23.813,225,3,297,3618,9643,14.66
1075,2023-01-11 02:55:23.813,225,3,297,11862,7381,6.5
1075,2023-01-11 02:55:23.813,225,3,297,15272,9061,11.04
1076,2022-03-28 00:20:55.813,786,3,889,2798,4219,18.54
1076,2022-03-28 00:20:55.813,786,3,889,7914,2148,3.71
1076,2022-03-28 00:20:55.813,786,3,889,13805,4649,2.96
1077,2023-04-24 06:54:43.813,471,3,418,6099,9543,12.67
1078,2021-12-19 07:24:45.813,1315,3,98,3751,1614,7.63
1078,2021-12-19 07:24:45.813,1315,3,98,12377,245,11.88
1079,2021-04-03 00:09:27.813,347,3,964,2102,5030,4.14
1079,2021-04-03 00:09:27.813,347,3,964,11459,9253,10.4
1080,2023-03-29 17:28:27.813,327,3,291,7376,5401,5.64
1080,2023-03-29 17:28:27.813,327,3,291,7994,7311,7.03
1080,2023-03-29 17:28:27.813,327,3,291,15068,10409,12.17
1081,2021-08-08 20:49:45.813,1472,3,247,5590,10098,14.22
1081,2021-08-08 20:49:45.813,1472,3,247,10846,2526,16.46
1082,2023-06-18 20:58:39.813,507,3,38,2112,4155,5.32
1083,2021-09-20 20:34:42.813,1407,3,166,6284,9562,14.19
1084,2022-01-01 13:30:45.813,199,3,805,1150,10427,15.46
1085,2022-10-12 15:28:49.813,1541,3,765,6468,6882,6.14
1086,2023-04-24 19:24:17.813,1555,3,892,5021,5326,0.66
1087,2021-12-10 20:58:11.813,795,3,67,7423,7490,1.44
1087,2021-12-10 20:58:11.813,795,3,67,9294,6716,9.02
1087,2021-12-10 20:58:11.813,795,3,67,11880,638,17.89
1088,2022-03-04 08:39:24.813,1625,3,465,1879,9151,18.48
1088,2022-03-04 08:39:24.813,1625,3,465,11432,6210,7.29
1089,2023-04-29 18:03:20.813,901,3,456,1203,745,16.32
1090,2023-08-11 22:17:21.813,384,3,731,6223,5716,15.81
1091,2023-07-10 18:04:33.813,1150,3,93,4807,202,7.07
1092,2021-04-13 09:29:40.813,1689,3,437,1292,2526,7.59
1092,2021-04-13 09:29:40.813,1689,3,437,11183,5340,10.73
1092,2021-04-13 09:29:40.813,1689,3,437,15350,119,6.37
1093,2021-08-26 10:41:37.813,630,3,978,5522,6230,16.39
1094,2022-06-04 00:54:19.813,328,3,971,2838,3026,8.06
1094,2022-06-04 00:54:19.813,328,3,971,9806,2379,4.46
1095,2021-09-15 10:21:18.813,1781,3,761,6211,10660,19.91
1096,2021-04-13 08:39:29.813,633,3,240,6636,3205,2.36
1096,2021-04-13 08:39:29.813,633,3,240,7793,278,5.95
1097,2021-09-12 12:33:29.813,109,3,144,1439,7935,10.38
1098,2023-09-05 13:02:37.813,750,3,681,2786,5280,18.54
1098,2023-09-05 13:02:37.813,750,3,681,8298,10277,18.58
1099,2022-04-23 09:26:20.813,631,3,839,3202,10953,14.19
1100,2021-11-01 23:02:14.813,775,3,813,3962,1816,7.9
1100,2021-11-01 23:02:14.813,775,3,813,8500,11125,4.53
1100,2021-11-01 23:02:14.813,775,3,813,12271,8695,17.31
1101,2021-10-26 11:01:25.813,1245,3,631,3264,9864,10.45
1102,2023-03-23 17:11:20.813,979,3,569,4881,8902,15.1
1102,2023-03-23 17:11:20.813,979,3,569,8798,10917,15.44
1102,2023-03-23 17:11:20.813,979,3,569,14534,3270,18.11
1103,2022-06-12 06:09:34.813,23,3,340,3678,5977,19.34
1104,2022-07-06 22:59:31.813,80,3,906,1398,1547,18.89
1104,2022-07-06 22:59:31.813,80,3,906,12209,6556,10.55
1105,2020-12-17 16:18:01.813,1109,3,39,500,5210,1.13
1105,2020-12-17 16:18:01.813,1109,3,39,15348,4369,13.06
1106,2022-05-24 21:45:09.813,597,3,125,6302,8612,10.3
1106,2022-05-24 21:45:09.813,597,3,125,14591,2571,13.36
1107,2022-10-19 23:13:03.813,48,3,734,7508,1287,16.69
1107,2022-10-19 23:13:03.813,48,3,734,11102,5388,6.98
1108,2023-06-02 23:21:19.813,1193,3,557,98,6630,10.01
1109,2023-08-29 04:34:50.813,502,3,868,5339,898,7.43
1109,2023-08-29 04:34:50.813,502,3,868,9422,1003,10.63
1110,2021-12-20 12:17:41.813,1547,3,118,6743,7189,15.48
1110,2021-12-20 12:17:41.813,1547,3,118,13558,3431,18.22
1111,2021-02-20 17:12:39.813,364,3,342,3040,5485,19.29
1112,2023-07-26 14:21:15.813,1632,3,538,6405,10503,12.3
1112,2023-07-26 14:21:15.813,1632,3,538,10505,3867,17.1
1113,2020-12-09 00:42:46.813,1744,3,938,2422,20,7.65
1114,2023-03-30 07:13:25.813,1140,3,190,3711,1355,17.26
1114,2023-03-30 07:13:25.813,1140,3,190,11393,1478,16.71
1115,2022-07-03 01:05:23.813,1115,3,871,1959,3478,0.98
1115,2022-07-03 01:05:23.813,1115,3,871,13199,63,18.69
1116,2022-06-05 02:26:58.813,273,3,429,6525,175,0.35
1116,2022-06-05 02:26:58.813,273,3,429,10176,9286,7.22
1116,2022-06-05 02:26:58.813,273,3,429,12949,899,2.64
1117,2022-07-31 08:50:35.813,6,3,543,2338,4983,1.41
1117,2022-07-31 08:50:35.813,6,3,543,8012,2431,13.11
1117,2022-07-31 08:50:35.813,6,3,543,13372,3357,11.19
1117,2022-07-31 08:50:35.813,6,3,543,14541,1976,4.33
1118,2023-06-17 23:47:54.813,1322,3,389,3315,3488,19.04
1118,2023-06-17 23:47:54.813,1322,3,389,8910,8245,15.43
1119,2022-04-30 04:51:43.813,1423,3,647,6507,8960,7.89
1120,2022-01-14 00:39:09.813,258,3,101,3144,2333,4.5
1120,2022-01-14 00:39:09.813,258,3,101,10973,9732,14.39
1120,2022-01-14 00:39:09.813,258,3,101,14394,8501,14.95
1121,2021-12-22 18:07:56.813,719,3,136,5629,2888,17.94
1122,2023-05-15 15:48:12.813,543,3,131,6660,6442,5.61
1122,2023-05-15 15:48:12.813,543,3,131,13913,1504,6.12
1123,2022-07-08 14:50:38.813,1147,3,741,1541,8502,17.76
1124,2021-02-15 22:12:52.813,1404,3,581,834,7343,19.77
1125,2022-03-04 18:03:04.813,809,3,262,5742,2838,18.0
1125,2022-03-04 18:03:04.813,809,3,262,14522,9431,19.83
1126,2021-12-17 19:08:51.813,64,3,96,5574,2911,18.54
1126,2021-12-17 19:08:51.813,64,3,96,10701,2027,1.85
1126,2021-12-17 19:08:51.813,64,3,96,11873,10266,15.29
1126,2021-12-17 19:08:51.813,64,3,96,14644,8757,3.34
1127,2021-07-25 09:54:19.813,677,3,555,2497,9752,12.3
1128,2021-01-28 11:05:55.813,1268,3,584,5380,6500,14.42
1128,2021-01-28 11:05:55.813,1268,3,584,8379,4673,0.49
1128,2021-01-28 11:05:55.813,1268,3,584,12563,4955,9.83
1129,2022-01-15 05:20:33.813,1793,3,62,294,5580,7.68
1130,2023-05-19 01:44:22.813,218,3,758,4372,3509,7.97
1130,2023-05-19 01:44:22.813,218,3,758,13487,9246,3.53
1131,2023-04-30 19:08:23.813,97,3,273,5058,10110,5.65
1132,2023-03-03 17:44:46.813,1397,3,978,59,6846,3.53
1133,2022-11-08 06:37:57.813,973,3,990,5505,658,14.96
1133,2022-11-08 06:37:57.813,973,3,990,8747,1418,15.61
1134,2022-11-17 21:30:27.813,131,3,926,4998,10027,3.3
1135,2021-07-08 16:25:39.813,601,3,874,396,5209,17.53
1135,2021-07-08 16:25:39.813,601,3,874,11724,1167,3.14
1136,2021-06-29 16:47:09.813,248,3,338,6612,4589,2.66
1136,2021-06-29 16:47:09.813,248,3,338,13517,9222,15.82
1137,2023-09-16 15:11:26.813,40,3,144,4228,7997,12.99
1137,2023-09-16 15:11:26.813,40,3,144,9661,2377,6.39
1137,2023-09-16 15:11:26.813,40,3,144,14684,235,8.65
1138,2023-01-21 01:54:22.813,1919,3,335,5377,5848,10.36
1138,2023-01-21 01:54:22.813,1919,3,335,13325,8371,3.1
1139,2023-02-06 08:24:50.813,188,3,836,5178,11065,9.28
1139,2023-02-06 08:24:50.813,188,3,836,15378,1284,15.22
1140,2022-05-15 03:19:21.813,787,3,764,1653,10716,18.84
1141,2020-12-26 17:10:57.813,1983,3,194,1262,3515,9.05
1141,2020-12-26 17:10:57.813,1983,3,194,10326,9719,5.68
1142,2022-07-27 17:30:42.813,1381,3,10,4222,7641,6.96
1142,2022-07-27 17:30:42.813,1381,3,10,9304,6763,7.31
1143,2022-08-04 18:17:18.813,1059,3,576,1818,6450,15.76
1143,2022-08-04 18:17:18.813,1059,3,576,10244,6248,17.84
1144,2021-08-14 13:00:37.813,1730,3,548,1865,8541,17.23
1144,2021-08-14 13:00:37.813,1730,3,548,13725,8491,9.23
1145,2021-01-12 02:46:15.813,1110,3,636,3663,4107,14.6
1146,2022-04-15 00:04:32.813,1694,3,621,3729,9025,0.37
1146,2022-04-15 00:04:32.813,1694,3,621,8667,720,16.18
1146,2022-04-15 00:04:32.813,1694,3,621,14364,6861,1.07
1147,2022-06-07 10:43:57.813,1687,3,13,3796,8834,17.39
1147,2022-06-07 10:43:57.813,1687,3,13,9533,7945,2.9
1147,2022-06-07 10:43:57.813,1687,3,13,12885,8459,18.65
1147,2022-06-07 10:43:57.813,1687,3,13,14963,7690,7.96
1148,2023-09-10 15:03:09.813,1204,3,110,2250,4054,8.54
1148,2023-09-10 15:03:09.813,1204,3,110,14634,580,9.91
1149,2021-06-01 05:19:06.813,1842,3,193,6590,7498,7.83
1150,2022-12-02 11:56:28.813,217,3,672,3274,8107,7.98
1150,2022-12-02 11:56:28.813,217,3,672,13985,2417,16.35
1151,2023-10-14 06:49:13.813,161,3,532,879,10603,6.91
1151,2023-10-14 06:49:13.813,161,3,532,12952,8603,4.01
1151,2023-10-14 06:49:13.813,161,3,532,13769,6019,1.89
1152,2023-07-15 06:04:20.813,1973,3,389,6095,4755,5.03
1152,2023-07-15 06:04:20.813,1973,3,389,11070,5566,17.83
1152,2023-07-15 06:04:20.813,1973,3,389,15019,1271,17.93
1153,2022-05-14 19:19:24.813,91,3,669,7036,7699,2.02
1154,2020-11-15 17:02:52.813,159,3,252,6817,9560,2.24
1154,2020-11-15 17:02:52.813,159,3,252,9581,2109,19.23
1154,2020-11-15 17:02:52.813,159,3,252,13826,6155,17.96
1154,2020-11-15 17:02:52.813,159,3,252,15389,8915,10.58
1155,2020-12-05 16:31:09.813,576,3,704,1196,913,14.68
1156,2022-04-07 00:19:59.813,110,3,239,2633,6354,12.54
1156,2022-04-07 00:19:59.813,110,3,239,7958,7399,9.38
1157,2022-09-11 14:31:20.813,191,3,183,7018,4736,7.82
1157,2022-09-11 14:31:20.813,191,3,183,14742,10602,1.42
1158,2023-02-27 09:00:46.813,861,3,558,3744,877,5.28
1159,2023-06-04 21:43:59.813,451,3,508,1505,7040,2.27
1160,2022-12-13 07:59:23.813,1478,3,156,3518,4347,14.62
1161,2022-03-14 22:32:19.813,573,3,327,3509,5276,0.71
1161,2022-03-14 22:32:19.813,573,3,327,12366,4075,10.35
1162,2023-02-21 11:25:38.813,873,3,339,182,10970,19.09
1163,2023-01-20 13:21:07.813,1271,3,999,791,6355,17.04
1164,2021-06-10 19:04:39.813,48,3,543,2158,3190,4.3
1164,2021-06-10 19:04:39.813,48,3,543,13545,2832,3.68
1164,2021-06-10 19:04:39.813,48,3,543,14981,4405,8.54
1165,2022-04-26 01:41:36.813,1563,3,394,3398,8062,11.06
1165,2022-04-26 01:41:36.813,1563,3,394,14339,2110,15.31
1166,2022-12-14 21:07:45.813,1082,3,701,747,2054,19.65
1166,2022-12-14 21:07:45.813,1082,3,701,9223,4827,5.03
1167,2021-12-03 18:39:17.813,104,3,625,6344,8735,10.18
1168,2023-05-29 07:49:57.813,1717,3,970,3357,3872,16.17
1168,2023-05-29 07:49:57.813,1717,3,970,10700,1135,11.94
1168,2023-05-29 07:49:57.813,1717,3,970,14282,8503,8.12
1169,2023-07-02 08:56:35.813,1002,3,655,478,6987,17.45
1169,2023-07-02 08:56:35.813,1002,3,655,8610,2951,18.32
1170,2022-03-22 04:50:57.813,626,3,886,4253,11040,2.36
1171,2022-01-16 08:45:32.813,322,3,333,4709,3267,16.8
1171,2022-01-16 08:45:32.813,322,3,333,9641,1866,6.61
1172,2023-05-26 21:35:59.813,1040,3,350,156,3047,19.88
1172,2023-05-26 21:35:59.813,1040,3,350,8806,893,19.02
1172,2023-05-26 21:35:59.813,1040,3,350,12538,3766,8.08
1173,2022-08-02 07:15:55.813,1937,3,419,7031,7404,12.23
1173,2022-08-02 07:15:55.813,1937,3,419,13799,7168,3.49
1174,2021-06-18 18:01:37.813,722,3,557,4533,5424,11.64
1174,2021-06-18 18:01:37.813,722,3,557,13961,8055,5.62
1175,2021-03-18 07:02:13.813,1694,3,524,5708,8185,18.39
1175,2021-03-18 07:02:13.813,1694,3,524,9311,9813,0.78
1176,2020-12-24 10:16:08.813,18,3,785,2490,3362,1.9
1176,2020-12-24 10:16:08.813,18,3,785,10347,7403,9.73
1177,2022-05-12 20:03:07.813,1478,3,707,2276,2614,18.39
1177,2022-05-12 20:03:07.813,1478,3,707,8407,7014,3.08
1177,2022-05-12 20:03:07.813,1478,3,707,11833,2401,6.01
1178,2021-03-29 02:43:34.813,1080,3,492,3334,8271,12.32
1178,2021-03-29 02:43:34.813,1080,3,492,9411,10864,18.36
1179,2023-10-19 21:36:01.813,1885,3,370,7529,8177,6.67
1179,2023-10-19 21:36:01.813,1885,3,370,11073,4730,18.32
1179,2023-10-19 21:36:01.813,1885,3,370,13952,118,9.22
1179,2023-10-19 21:36:01.813,1885,3,370,15228,707,17.74
1180,2021-08-15 19:03:47.813,1980,3,651,7223,8419,5.55
1181,2022-10-24 14:26:29.813,1865,3,589,3346,4825,4.5
1181,2022-10-24 14:26:29.813,1865,3,589,7583,1785,11.64
1181,2022-10-24 14:26:29.813,1865,3,589,13181,1685,9.23
1182,2023-06-15 19:12:38.813,354,3,872,1291,1722,11.83
1183,2021-08-07 19:12:18.813,771,3,642,3098,3693,4.12
1184,2021-12-11 08:17:22.813,61,3,789,570,10043,10.78
1184,2021-12-11 08:17:22.813,61,3,789,11282,7306,0.58
1185,2023-02-21 15:37:41.813,271,3,503,3042,11007,19.35
1186,2022-06-06 04:35:40.813,1912,3,238,7411,7964,13.39
1186,2022-06-06 04:35:40.813,1912,3,238,9535,10187,9.33
1186,2022-06-06 04:35:40.813,1912,3,238,13768,4564,15.68
1187,2021-09-13 12:47:08.813,1873,3,945,6174,6939,1.56
1187,2021-09-13 12:47:08.813,1873,3,945,8527,10554,19.07
1187,2021-09-13 12:47:08.813,1873,3,945,12618,10256,6.75
1188,2021-09-23 03:13:22.813,504,3,774,4573,8112,8.29
1189,2021-07-27 03:56:00.813,1926,3,118,4575,1013,16.62
1190,2021-07-16 14:57:38.813,247,3,343,1767,6469,4.71
1190,2021-07-16 14:57:38.813,247,3,343,12684,5301,6.31
1191,2022-02-16 10:51:58.813,196,3,849,4706,8059,9.6
1191,2022-02-16 10:51:58.813,196,3,849,8401,6696,1.38
1191,2022-02-16 10:51:58.813,196,3,849,14679,9288,9.9
1192,2023-06-30 17:47:16.813,618,3,156,6368,2362,7.8
1193,2023-05-29 15:18:04.813,1131,3,32,6890,7922,17.79
1193,2023-05-29 15:18:04.813,1131,3,32,8575,4742,4.27
1194,2021-03-14 16:13:06.813,464,3,50,4902,6205,15.22
1195,2021-02-05 09:41:28.813,1143,3,550,1031,5117,15.72
1195,2021-02-05 09:41:28.813,1143,3,550,7997,8419,8.93
1195,2021-02-05 09:41:28.813,1143,3,550,12440,2646,9.22
1196,2023-02-01 23:37:24.813,1465,3,653,4299,3846,10.16
1196,2023-02-01 23:37:24.813,1465,3,653,12393,2387,5.42
1197,2021-11-19 07:59:00.813,334,3,592,329,3608,9.04
1197,2021-11-19 07:59:00.813,334,3,592,8554,7302,1.79
1197,2021-11-19 07:59:00.813,334,3,592,13075,1437,9.21
1198,2021-12-05 17:28:58.813,1414,3,791,913,10131,5.53
1198,2021-12-05 17:28:58.813,1414,3,791,10200,5987,13.54
1198,2021-12-05 17:28:58.813,1414,3,791,12142,3706,9.75
1199,2023-07-20 22:19:02.813,668,3,767,5243,4722,15.55
1199,2023-07-20 22:19:02.813,668,3,767,14149,5728,15.28
1200,2022-12-30 20:07:56.813,1529,3,53,6727,6243,7.44
1200,2022-12-30 20:07:56.813,1529,3,53,14516,6229,12.82
1201,2021-01-09 00:06:49.813,1974,3,842,5755,4777,12.89
1201,2021-01-09 00:06:49.813,1974,3,842,13193,2316,3.18
1201,2021-01-09 00:06:49.813,1974,3,842,14753,6556,16.31
1202,2022-08-15 04:28:52.813,421,3,171,185,5871,10.73
1203,2022-02-13 14:28:57.813,1959,3,116,3650,6917,11.97
1203,2022-02-13 14:28:57.813,1959,3,116,9498,576,18.31
1204,2021-05-19 00:31:45.813,1283,3,16,1620,4608,14.0
1204,2021-05-19 00:31:45.813,1283,3,16,13061,9613,6.74
1205,2021-10-09 01:38:27.813,1399,3,138,4439,3924,17.59
1205,2021-10-09 01:38:27.813,1399,3,138,9966,8614,4.46
1206,2022-02-11 13:32:43.813,1276,3,775,14,1711,11.5
1206,2022-02-11 13:32:43.813,1276,3,775,9695,10449,11.58
1207,2022-11-12 01:40:34.813,718,3,654,4448,1737,9.03
1207,2022-11-12 01:40:34.813,718,3,654,11062,409,13.96
1208,2021-04-18 04:58:57.813,1272,3,203,293,7920,10.27
1208,2021-04-18 04:58:57.813,1272,3,203,11845,1346,12.54
1209,2021-03-10 01:06:56.813,569,3,256,6815,5164,3.94
1209,2021-03-10 01:06:56.813,569,3,256,7567,3249,5.68
1209,2021-03-10 01:06:56.813,569,3,256,14672,5976,13.41
1210,2022-04-10 00:05:08.813,1947,3,333,6364,9194,13.03
1210,2022-04-10 00:05:08.813,1947,3,333,12749,7963,1.02
1211,2021-11-28 08:14:38.813,1261,3,242,5162,8917,9.47
1212,2022-10-20 01:01:15.813,1482,3,770,6319,1027,14.27
1213,2022-04-24 01:03:40.813,312,3,614,1590,736,18.64
1213,2022-04-24 01:03:40.813,312,3,614,10515,952,8.78
1214,2022-08-21 03:08:15.813,1520,3,226,472,1019,1.43
1214,2022-08-21 03:08:15.813,1520,3,226,10491,1095,1.82
1215,2022-09-23 21:01:38.813,1420,3,954,4489,10283,14.41
1216,2022-05-20 07:29:16.813,1962,3,657,1709,5491,14.49
1217,2023-10-17 03:43:49.813,30,3,155,6078,9809,0.49
1217,2023-10-17 03:43:49.813,30,3,155,12376,6289,2.64
1218,2021-01-24 18:07:26.813,1766,3,898,1654,2676,2.99
1218,2021-01-24 18:07:26.813,1766,3,898,9087,6823,6.87
1219,2021-07-09 14:31:56.813,1630,3,406,5627,5243,18.95
1220,2022-05-17 17:17:01.813,1963,3,208,5806,7806,5.41
1220,2022-05-17 17:17:01.813,1963,3,208,9121,713,12.32
1221,2023-01-22 10:53:07.813,1924,3,548,6851,10966,17.04
1221,2023-01-22 10:53:07.813,1924,3,548,8413,10017,9.02
1221,2023-01-22 10:53:07.813,1924,3,548,13040,8435,4.15
1221,2023-01-22 10:53:07.813,1924,3,548,15190,9479,1.5
1222,2021-05-02 09:09:20.813,77,3,509,3410,2814,2.52
1223,2021-01-18 19:18:38.813,16,3,537,5348,1994,1.14
1223,2021-01-18 19:18:38.813,16,3,537,7866,10115,7.51
1224,2022-08-16 19:32:04.813,542,3,518,251,4346,15.74
1224,2022-08-16 19:32:04.813,542,3,518,12048,7592,13.81
1224,2022-08-16 19:32:04.813,542,3,518,13612,5469,11.79
1225,2022-08-07 09:21:54.813,1089,3,486,3324,1391,10.65
1225,2022-08-07 09:21:54.813,1089,3,486,11029,7785,7.58
1226,2023-08-16 03:05:53.813,1970,3,799,5081,5390,7.15
1226,2023-08-16 03:05:53.813,1970,3,799,8501,4167,8.65
1226,2023-08-16 03:05:53.813,1970,3,799,13065,3886,17.01
1227,2022-10-11 20:58:12.813,485,3,49,7451,10022,17.71
1227,2022-10-11 20:58:12.813,485,3,49,11610,1722,5.98
1228,2023-06-27 12:11:47.813,984,3,792,7248,1249,19.1
1228,2023-06-27 12:11:47.813,984,3,792,10735,2444,5.55
1228,2023-06-27 12:11:47.813,984,3,792,14503,6194,14.95
1228,2023-06-27 12:11:47.813,984,3,792,15237,4924,3.4
1229,2021-05-13 17:02:36.813,624,3,169,572,6075,6.65
1229,2021-05-13 17:02:36.813,624,3,169,8874,5522,10.41
1229,2021-05-13 17:02:36.813,624,3,169,13603,6975,6.17
1230,2021-05-02 06:16:31.813,1564,3,703,2870,5050,9.47
1231,2022-04-11 16:10:46.813,1191,3,436,6909,4058,5.75
1231,2022-04-11 16:10:46.813,1191,3,436,8311,10229,8.41
1232,2021-02-07 01:35:13.813,1103,3,944,2267,10840,17.14
1232,2021-02-07 01:35:13.813,1103,3,944,12607,1197,13.38
1233,2022-07-09 22:02:27.813,1199,3,983,7216,167,3.09
1233,2022-07-09 22:02:27.813,1199,3,983,10960,4248,1.8
1234,2022-04-03 10:56:06.813,580,3,430,3209,10328,0.61
1235,2020-12-30 04:35:57.813,724,3,596,394,10830,5.65
1235,2020-12-30 04:35:57.813,724,3,596,9176,6755,3.64
1235,2020-12-30 04:35:57.813,724,3,596,12710,2743,3.37
1236,2023-08-10 16:51:11.813,200,3,890,3995,2207,4.97
1236,2023-08-10 16:51:11.813,200,3,890,10894,5554,0.13
1237,2021-12-27 23:32:53.813,1640,3,71,5384,1842,1.65
1237,2021-12-27 23:32:53.813,1640,3,71,10149,11073,18.61
1237,2021-12-27 23:32:53.813,1640,3,71,15042,1537,19.27
1238,2021-01-24 06:18:15.813,671,3,223,6912,9006,18.95
1238,2021-01-24 06:18:15.813,671,3,223,9686,7149,9.96
1238,2021-01-24 06:18:15.813,671,3,223,13957,11089,14.53
1239,2023-06-11 19:37:05.813,1203,3,413,1351,5473,15.66
1240,2021-02-01 02:22:26.813,427,3,815,6173,10646,14.35
1240,2021-02-01 02:22:26.813,427,3,815,14201,2442,7.35
1241,2022-01-11 03:12:17.813,1282,3,159,202,2795,18.64
1242,2022-03-27 23:26:57.813,398,3,466,4760,8459,10.14
1242,2022-03-27 23:26:57.813,398,3,466,12022,24,17.14
1243,2023-08-17 16:51:41.813,909,3,482,7440,3112,13.02
1243,2023-08-17 16:51:41.813,909,3,482,12471,7834,4.39
1244,2022-08-27 21:18:17.813,1591,3,161,6437,7010,8.01
1245,2023-06-19 05:37:46.813,1314,3,124,7181,4999,1.45
1245,2023-06-19 05:37:46.813,1314,3,124,9052,6897,14.74
1245,2023-06-19 05:37:46.813,1314,3,124,14840,6113,4.39
1246,2023-07-22 20:11:03.813,1484,3,18,1668,8557,2.91
1246,2023-07-22 20:11:03.813,1484,3,18,9198,1976,3.3
1247,2023-01-14 17:36:17.813,188,3,572,2122,474,17.95
1247,2023-01-14 17:36:17.813,188,3,572,7701,6442,15.18
1248,2022-09-16 22:33:02.813,1684,3,646,2033,4307,15.64
1249,2021-11-11 07:56:41.813,174,3,586,7442,5082,14.38
1249,2021-11-11 07:56:41.813,174,3,586,13329,5237,0.74
1250,2022-11-07 23:29:01.813,1396,3,560,6159,10320,5.2
1250,2022-11-07 23:29:01.813,1396,3,560,9725,7355,9.02
1250,2022-11-07 23:29:01.813,1396,3,560,13012,10871,6.93
1251,2021-11-18 00:18:57.813,1218,3,716,7458,1934,10.29
1251,2021-11-18 00:18:57.813,1218,3,716,8714,6589,0.82
1251,2021-11-18 00:18:57.813,1218,3,716,15249,7555,5.37
1252,2021-05-08 23:24:07.813,2000,3,801,661,2249,11.07
1252,2021-05-08 23:24:07.813,2000,3,801,12355,7881,9.82
1253,2021-04-24 22:48:09.813,53,3,816,1531,905,1.6
1254,2022-03-05 15:12:30.813,1756,3,687,89,3,13.59
1254,2022-03-05 15:12:30.813,1756,3,687,7933,5548,19.16
1255,2022-04-29 14:22:24.813,1746,3,984,386,10663,10.32
1255,2022-04-29 14:22:24.813,1746,3,984,15146,9238,17.76
1256,2021-04-26 01:55:44.813,1544,3,712,7490,10161,8.69
1257,2021-03-25 08:59:41.813,1873,3,890,7264,2170,2.8
1258,2022-02-09 09:54:02.813,1714,3,168,2676,4529,9.4
1258,2022-02-09 09:54:02.813,1714,3,168,11079,3976,14.12
1258,2022-02-09 09:54:02.813,1714,3,168,14831,9881,16.9
1259,2023-06-08 08:22:09.813,1648,3,841,5785,2070,16.36
1259,2023-06-08 08:22:09.813,1648,3,841,11825,2721,9.15
1260,2021-08-03 15:12:31.813,943,3,908,2575,6749,6.74
1260,2021-08-03 15:12:31.813,943,3,908,9490,2629,5.39
1261,2021-01-26 10:42:05.813,342,3,446,937,5324,9.07
1261,2021-01-26 10:42:05.813,342,3,446,7806,9946,13.63
1261,2021-01-26 10:42:05.813,342,3,446,12118,4773,5.4
1262,2023-09-29 15:23:31.813,816,3,523,2290,171,1.65
1262,2023-09-29 15:23:31.813,816,3,523,10178,2787,14.15
1263,2023-10-02 03:26:11.813,1353,3,852,6804,7915,13.47
1263,2023-10-02 03:26:11.813,1353,3,852,11485,3842,4.32
1263,2023-10-02 03:26:11.813,1353,3,852,13827,10872,13.16
1264,2023-04-16 20:42:25.813,445,3,927,6805,9214,19.24
1265,2022-12-14 02:11:54.813,1907,3,495,4178,7539,1.3
1266,2021-11-11 02:57:34.813,1670,3,133,2659,10240,18.84
1266,2021-11-11 02:57:34.813,1670,3,133,12030,1730,9.65
1267,2022-12-26 03:10:22.813,1196,3,455,3100,10443,14.68
1268,2023-08-07 20:07:15.813,682,3,254,115,6081,12.13
1269,2022-09-25 16:04:11.813,1713,3,60,6252,2550,10.13
1270,2021-10-19 05:33:18.813,56,3,85,690,10899,17.61
1270,2021-10-19 05:33:18.813,56,3,85,9389,10195,8.06
1271,2021-08-26 02:48:30.813,1826,3,752,654,369,2.42
1271,2021-08-26 02:48:30.813,1826,3,752,7681,9584,3.34
1271,2021-08-26 02:48:30.813,1826,3,752,14040,6807,6.61
